BLOCK,USI_CODE,REGION,LENGTH_KM,ACQUISITION_YEAR,PROCESSING_YEAR
SK324 & SK427,MYS19832DM2SKWAK,Sarawak,13.37279,1983,1989
SK427,MYS19832DM2SKWAK,Sarawak,7.76266,1983,1989
SK427,MYS19832DM2SKWAK,Sarawak,7.40498,1983,1989
SK427,MYS19832DM2SKWAK,Sarawak,7.41765,1983,1989
SK314A & SK427,MYS19832DM2SKWAK,Sarawak,12.60027,1983,1989
SK433,MYS20112DM2SK333,Sarawak,4.75305,2011,2011
SK433,MYS20112DM2SK333,Sarawak,6.53521,2011,2011
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,40.27056,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,19.46541,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,21.00308,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,14.33141,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,23.34508,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,23.98432,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,35.9074,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,26.88615,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,38.63421,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,18.20562,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,51.22089,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,21.23651,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,20.99988,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,25.57703,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,21.58395,2008,2008
"SK437, SK405B, SK427, SK303A, SK438",MYS20082DM1SK305,Sarawak,18.50579,2008,2008
SK423 & SK316,MYS19932DM1SK7,Sarawak,36.67953,1993,1993
MLNG,MYS19932DM1SK7,Sarawak,16.30313,1993,1993
MLNG & SK423,MYS19932DM1SK7,Sarawak,40.10084,1993,1993
MLNG,MYS19932DM1SK7,Sarawak,20.18753,1993,1993
"MLNG, SK423 & SK316",MYS19932DM1SK7,Sarawak,50.51336,1993,1993
SK423 & SK316,MYS19932DM1SK7,Sarawak,51.57097,1993,1993
MLNG & SK423,MYS19932DM1SK7,Sarawak,44.174,1993,1993
MLNG & SK423,MYS19932DM1SK7,Sarawak,30.20786,1993,1993
"SK325, SK510",MYS19932DM1SK7,Sarawak,45.53168,1993,1993
MLNG & SK423,MYS19932DM1SK7,Sarawak,25.64302,1993,1993
"SK325, SK510, SK324",MYS19932DM1SK7,Sarawak,43.5115,1993,1993
MLNG & SK423,MYS19932DM1SK7,Sarawak,16.77666,1993,1993
SK431,MYS19752DM2SKBWN,Sarawak,21.9071,1975,1986
SK431,MYS19752DM2SKBWN,Sarawak,12.36531,1975,1986
SK431,MYS19752DM2SKBWN,Sarawak,14.26767,1975,1986
"SK324, SK309, SK311",MYS19872DM2SK-7,Sarawak,23.27242,1987,2004
"SK324, SK309, SK311",MYS19872DM2SK-7,Sarawak,11.44893,1987,2004
"SK324, SK309, SK311",MYS19872DM2SK-7,Sarawak,11.85422,1987,2004
SK433,MYS20092DM1SK333,Sarawak,22.42614,2009,2009
SK433,MYS20092DM1SK333,Sarawak,18.89249,2009,2009
SK417 & SK407,MYS19702DM2SK15,Sarawak,15.40312,1970,1990
SK407,MYS19702DM2SK15,Sarawak,26.03133,1970,1990
SK407,MYS19702DM2SK15,Sarawak,24.8237,1970,1990
SK433,MYS20102DM1SK333,Sarawak,5.62227,2010,2010
SK433,MYS20102DM1SK333,Sarawak,7.60018,2010,2010
MLNG,MYS19802DM1SKE4,Sarawak,13.18317,1980,1980
MLNG,MYS19802DM1SKE4,Sarawak,13.18018,1980,1980
SK324,MYS19752DM1SKA1URSULA,Sarawak,10.39051,1975,1975
SK315,MYS19852DM4SK3,Sarawak,9.62772,1985,1985
